Year,Rk,Name,YoB,Votes,NumBallots,pct,active
1980,9,Maury Wills,3,146,385,37.92,0
1980,10,Richie Ashburn,13,134,385,34.81,0
1980,11,Luis Aparicio,2,124,385,32.21,0
1980,12,Roger Maris,7,111,385,28.83,0
1980,13,Mickey Vernon,15,96,385,24.94,0
1980,14,Harvey Kuenn,4,83,385,21.56,0
1980,15,Lew Burdette,8,66,385,17.14,0
1980,16,Don Newcombe,15,59,385,15.32,0
1980,17,Ted Kluszewski,14,50,385,12.99,0
1980,18,Orlando Cepeda,1,48,385,12.47,0
1980,19,Al Dark,15,43,385,11.17,0
1980,20,Bill Mazeroski,3,33,385,8.57,0
1980,21,Don Larsen,7,31,385,8.05,0
1980,22,Elston Howard,7,29,385,7.53,0
1980,23,Roy Face,5,21,385,5.45,0
1980,24,Ron Santo,1,15,385,3.9,0
1980,25,Norm Cash,1,6,385,1.56,0
1980,26,Matty Alou,1,5,385,1.3,0
1980,27,Felipe Alou,1,3,385,0.78,0
1980,28,Mel Stottlemyre,1,3,385,0.78,0
1980,29,Steve Blass,1,2,385,0.52,0
1980,30,Don McMahon,1,1,385,0.26,0
1980,31,Sonny Jackson,1,1,385,0.26,0
1980,32,Jim Hickman,1,1,385,0.26,0
1980,33,Chris Cannizzaro,1,0,385,0,0
1980,34,Bob Veale,1,0,385,0,0
1980,35,Bob Barton,1,0,385,0,0
1980,36,Johnny Edwards,1,0,385,0,0
1980,37,Paul Schaal,1,0,385,0,0
1980,38,Jack Aker,1,0,385,0,0
1980,39,Andy Kosco,1,0,385,0,0
1980,40,Paul Casanova,1,0,385,0,0
1980,41,Juan Pizarro,1,0,385,0,0
1980,42,Lew Krausse,1,0,385,0,0
1980,43,Jim Ray,1,0,385,0,0
1980,44,Ron Hunt,1,0,385,0,0
1980,45,John Boccabella,1,0,385,0,0
1980,46,Denis Menke,1,0,385,0,0
1980,47,Dick Selma,1,0,385,0,0
1980,48,Rick Reichardt,1,0,385,0,0
1980,49,Larry Brown,1,0,385,0,0
1980,50,Bob Miller,1,0,385,0,0
1980,51,Phil Gagliano,1,0,385,0,0
1980,52,Duke Sims,1,0,385,0,0
1980,53,Horace Clarke,1,0,385,0,0
1980,54,Pete Richert,1,0,385,0,0
1980,55,Norm Miller,1,0,385,0,0
1980,56,Jim Gosger,1,0,385,0,0
1980,57,Frank Linzy,1,0,385,0,0
1980,58,Mike Ryan,1,0,385,0,0
1980,59,John Kennedy,1,0,385,0,0
1980,60,Ivan Murrell,1,0,385,0,0
1980,61,Steve Barber,1,0,385,0,0
1979,1,Willie Mays,1,409,432,94.68,0
1979,2,Duke Snider,10,308,432,71.3,0
1979,3,Enos Slaughter,14,297,432,68.75,0
1979,4,Gil Hodges,11,242,432,56.02,0
1979,5,Don Drysdale,5,233,432,53.94,0
1979,6,Nellie Fox,9,174,432,40.28,0
1979,7,Hoyt Wilhelm,2,168,432,38.89,0
1979,8,Maury Wills,2,166,432,38.43,0
1979,9,Red Schoendienst,11,159,432,36.81,0
1979,10,Jim Bunning,3,147,432,34.03,0
1979,11,Richie Ashburn,12,130,432,30.09,0
1979,12,Roger Maris,6,127,432,29.4,0
1979,13,Luis Aparicio,1,120,432,27.78,0
1979,14,Mickey Vernon,14,88,432,20.37,0
1979,15,Al Dark,14,80,432,18.52,0
1979,16,Harvey Kuenn,3,63,432,14.58,0
1979,17,Ted Kluszewski,13,58,432,13.43,0
1979,18,Lew Burdette,7,53,432,12.27,0
1979,19,Don Larsen,6,53,432,12.27,0
1979,20,Don Newcombe,14,52,432,12.04,0
1979,21,Bill Mazeroski,2,36,432,8.33,0
1979,22,Roy Face,4,35,432,8.1,0
1979,23,Elston Howard,6,30,432,6.94,0
1979,24,Ken Boyer,5,20,432,4.63,0
1979,25,Curt Flood,3,14,432,3.24,0
1979,26,Bobby Thomson,14,11,432,2.55,0
1979,27,Vern Law,7,9,432,2.08,0
1979,28,Del Crandall,4,9,432,2.08,0
1979,29,Harvey Haddix,9,8,432,1.85,0
1979,30,Frank Howard,1,6,432,1.39,0
1979,31,Ron Perranoski,1,6,432,1.39,0
1979,32,Milt Pappas,1,5,432,1.16,0
1979,33,Clete Boyer,2,3,432,0.69,0
1979,34,Denny McLain,2,3,432,0.69,0
1979,35,Jim Maloney,2,2,432,0.46,0
1979,36,Johnny Callison,1,1,432,0.23,0
1979,37,Chris Short,1,1,432,0.23,0
1979,38,Hal Lanier,1,1,432,0.23,0
1979,39,Jimmy Stewart,1,0,432,0,0
1979,40,Eddie Fisher,1,0,432,0,0
1979,41,Jim Beauchamp,1,0,432,0,0
1979,42,Jose Pagan,1,0,432,0,0
1979,43,Jeff Torborg,1,0,432,0,0
1979,44,Bobby Bolin,1,0,432,0,0
1979,45,Tommie Agee,1,0,432,0,0
1979,46,Jerry May,1,0,432,0,0
1979,47,Ray Culp,1,0,432,0,0
1979,48,Joe Pepitone,1,0,432,0,0
1979,49,Fred Gladding,1,0,432,0,0
1979,50,Bernie Allen,1,0,432,0,0
1979,51,Larry Stahl,1,0,432,0,0
1979,52,Gene Alley,1,0,432,0,0
1979,53,John Stephenson,1,0,432,0,0
1979,54,Rich Reese,1,0,432,0,0
1978,1,Eddie Mathews,5,301,379,79.42,0
1978,2,Enos Slaughter,13,261,379,68.87,0
1978,3,Duke Snider,9,254,379,67.02,0
1978,4,Gil Hodges,10,226,379,59.63,0
1978,5,Don Drysdale,4,219,379,57.78,0
1978,6,Jim Bunning,2,181,379,47.76,0
1978,7,Pee Wee Reese,14,169,379,44.59,0
1978,8,Hoyt Wilhelm,1,158,379,41.69,0
1978,9,Richie Ashburn,11,158,379,41.69,0
1978,10,Nellie Fox,8,149,379,39.31,0
1978,11,Red Schoendienst,10,130,379,34.3,0
1978,12,Maury Wills,1,115,379,30.34,0
1978,13,Roger Maris,5,83,379,21.9,0
1978,14,Lew Burdette,6,76,379,20.05,0
1978,15,Mickey Vernon,13,66,379,17.41,0
1978,16,Al Dark,13,60,379,15.83,0
1978,17,Harvey Kuenn,2,58,379,15.3,0
1978,18,Ted Kluszewski,12,51,379,13.46,0
1978,19,Don Newcombe,13,48,379,12.66,0
1978,20,Elston Howard,5,41,379,10.82,0
1978,21,Don Larsen,5,32,379,8.44,0
1978,22,Roy Face,3,27,379,7.12,0
1978,23,Bill Mazeroski,1,23,379,6.07,0
1978,24,Ken Boyer,4,18,379,4.75,0
1978,25,Curt Flood,2,8,379,2.11,0
1978,26,Harvey Haddix,8,7,379,1.85,0
1978,27,Del Crandall,3,6,379,1.58,0
1978,28,Vern Law,6,6,379,1.58,0
1978,29,Bobby Thomson,13,5,379,1.32,0
1978,30,Vic Wertz,9,4,379,1.06,0
1978,31,Dick Groat,6,3,379,0.79,0
1978,32,Jim Maloney,1,2,379,0.53,0
1978,33,Clete Boyer,1,1,379,0.26,0
1978,34,Denny McLain,1,1,379,0.26,0
1978,35,Camilo Pascual,2,1,379,0.26,0
1978,36,Pedro Ramos,1,0,379,0,0
1978,37,Mudcat Grant,1,0,379,0,0
1977,1,Ernie Banks,1,321,383,83.81,0
1977,2,Eddie Mathews,4,239,383,62.4,0
1977,3,Gil Hodges,9,224,383,58.49,0
1977,4,Enos Slaughter,12,222,383,57.96,0
1977,5,Duke Snider,8,212,383,55.35,0
1977,6,Don Drysdale,3,197,383,51.44,0
1977,7,Pee Wee Reese,13,163,383,42.56,0
1977,8,Nellie Fox,7,152,383,39.69,0
1977,9,Jim Bunning,1,146,383,38.12,0
1977,10,George Kell,13,141,383,36.81,0
1977,11,Richie Ashburn,10,139,383,36.29,0
1977,12,Red Schoendienst,9,105,383,27.42,0
1977,13,Lew Burdette,5,85,383,22.19,0
1977,14,Roger Maris,4,82,383,21.41,0
1977,15,Al Dark,12,66,383,17.23,0
1977,16,Harvey Kuenn,1,57,383,14.88,0
1977,17,Ted Kluszewski,11,55,383,14.36,0
1977,18,Mickey Vernon,12,52,383,13.58,0
1977,19,Walker Cooper,10,45,383,11.75,0
1977,20,Elston Howard,4,43,383,11.23,0
1977,21,Don Newcombe,12,43,383,11.23,0
1977,22,Don Larsen,4,39,383,10.18,0
1977,23,Roy Face,2,33,383,8.62,0
1977,24,Curt Flood,1,16,383,4.18,0
1977,25,Ken Boyer,3,14,383,3.66,0
1977,26,Bobby Thomson,12,10,383,2.61,0
1977,27,Del Crandall,2,8,383,2.09,0
1977,28,Harvey Haddix,7,7,383,1.83,0
1977,29,Vern Law,5,5,383,1.31,0
1977,30,Dick Groat,5,4,383,1.04,0
1977,31,Vic Wertz,8,4,383,1.04,0
1977,32,Will White,3,4,383,1.04,0
1977,33,Camilo Pascual,1,3,383,0.78,0
1977,34,Johnny Podres,3,3,383,0.78,0
1976,1,Robin Roberts,4,337,388,86.86,0
1976,2,Bob Lemon,12,305,388,78.61,0
1976,3,Gil Hodges,8,233,388,60.05,0
1976,4,Enos Slaughter,11,197,388,50.77,0
1976,5,Eddie Mathews,3,189,388,48.71,0
1976,6,Pee Wee Reese,12,186,388,47.94,0
1976,7,Nellie Fox,6,174,388,44.85,0
1976,8,Duke Snider,7,159,388,40.98,0
1976,9,Phil Rizzuto,14,149,388,38.4,0
1976,10,Red Schoendienst,8,129,388,33.25,0
1976,11,George Kell,12,129,388,33.25,0
1976,12,Don Drysdale,2,114,388,29.38,0
1976,13,Roger Maris,3,87,388,22.42,0
1976,14,Richie Ashburn,9,85,388,21.91,0
1976,15,Al Dark,11,62,388,15.98,0
1976,16,Walker Cooper,9,56,388,14.43,0
1976,17,Elston Howard,3,55,388,14.18,0
1976,18,Mickey Vernon,11,52,388,13.4,0
1976,19,Ted Kluszewski,10,50,388,12.89,0
1976,20,Don Larsen,3,47,388,12.11,0
1976,21,Roy Face,1,23,388,5.93,0
1976,22,Don Newcombe,11,21,388,5.41,0
1976,23,Lew Burdette,4,21,388,5.41,0
1976,24,Del Crandall,1,15,388,3.87,0
1976,25,Ken Boyer,2,15,388,3.87,0
1976,26,Bobby Thomson,11,9,388,2.32,0
1976,27,Vern Law,4,9,388,2.32,0
1976,28,Harvey Haddix,6,8,388,2.06,0
1976,29,Dick Groat,4,7,388,1.8,0
1976,30,Will White,2,7,388,1.8,0
1976,31,Vic Wertz,7,5,388,1.29,0
1976,32,Johnny Podres,2,2,388,0.52,0
1975,1,Ralph Kiner,13,273,362,75.41,0
1975,2,Robin Roberts,3,263,362,72.65,0
1975,3,Bob Lemon,11,233,362,64.36,0
1975,4,Gil Hodges,7,188,362,51.93,0
1975,5,Enos Slaughter,10,177,362,48.9,0
1975,6,Hal Newhouser,12,155,362,42.82,0
1975,7,Pee Wee Reese,11,154,362,42.54,0
1975,8,Eddie Mathews,2,148,362,40.88,0
1975,9,Phil Cavarretta,12,129,362,35.64,0
1975,10,Duke Snider,6,129,362,35.64,0
1975,11,Johnny Sain,10,123,362,33.98,0
1975,12,Phil Rizzuto,13,117,362,32.32,0
1975,13,George Kell,11,114,362,31.49,0
1975,14,Red Schoendienst,7,94,362,25.97,0
1975,15,Richie Ashburn,8,76,362,20.99,0
1975,16,Don Drysdale,1,76,362,20.99,0
1975,17,Nellie Fox,5,76,362,20.99,0
1975,18,Roger Maris,2,70,362,19.34,0
1975,19,Al Dark,10,48,362,13.26,0
1975,20,Vic Raschi,9,37,362,10.22,0
1975,21,Ted Kluszewski,9,33,362,9.12,0
1975,22,Don Larsen,2,23,362,6.35,0
1975,23,Elston Howard,2,23,362,6.35,0
1975,24,Mickey Vernon,10,22,362,6.08,0
1975,25,Walker Cooper,8,13,362,3.59,0
1975,26,Don Newcombe,10,11,362,3.04,0
1975,27,Lew Burdette,3,11,362,3.04,0
1975,28,Bobby Thomson,10,10,362,2.76,0
1975,29,Ken Boyer,1,9,362,2.49,0
1975,30,Harvey Haddix,5,8,362,2.21,0
1975,31,Will White,1,7,362,1.93,0
1975,32,Vern Law,3,6,362,1.66,0
1975,33,Vic Wertz,6,5,362,1.38,0
1975,34,Dick Groat,3,4,362,1.1,0
1975,35,Johnny Podres,1,3,362,0.83,0
1975,36,Bill Virdon,2,1,362,0.28,0
1975,37,Rocky Colavito,2,1,362,0.28,0
1974,1,Mickey Mantle,1,322,365,88.22,0
1974,2,Whitey Ford,2,284,365,77.81,0
1974,3,Robin Roberts,2,224,365,61.37,0
1974,4,Ralph Kiner,12,215,365,58.9,0
1974,5,Gil Hodges,6,198,365,54.25,0
1974,6,Bob Lemon,10,190,365,52.05,0
1974,7,Enos Slaughter,9,145,365,39.73,0
1974,8,Pee Wee Reese,10,141,365,38.63,0
1974,9,Eddie Mathews,1,118,365,32.33,0
1974,10,Phil Rizzuto,12,111,365,30.41,0
1974,11,Duke Snider,5,111,365,30.41,0
1974,12,Red Schoendienst,6,110,365,30.14,0
1974,13,Allie Reynolds,13,101,365,27.67,0
1974,14,George Kell,10,94,365,25.75,0
1974,15,Nellie Fox,4,79,365,21.64,0
1974,16,Roger Maris,1,78,365,21.37,0
1974,17,Hal Newhouser,11,73,365,20,0
1974,18,Phil Cavarretta,11,61,365,16.71,0
1974,19,Richie Ashburn,7,56,365,15.34,0
1974,20,Al Dark,9,54,365,14.79,0
1974,21,Johnny Sain,9,51,365,13.97,0
1974,22,Don Larsen,1,29,365,7.95,0
1974,23,Ted Kluszewski,8,28,365,7.67,0
1974,24,Mickey Vernon,9,27,365,7.4,0
1974,25,Elston Howard,1,19,365,5.21,0
1974,26,Carl Erskine,8,11,365,3.01,0
1974,27,Walker Cooper,7,9,365,2.47,0
1974,28,Harvey Haddix,4,8,365,2.19,0
1974,29,Don Newcombe,9,7,365,1.92,0
1974,30,Lew Burdette,2,7,365,1.92,0
1974,31,Bobby Thomson,9,6,365,1.64,0
1974,32,Vern Law,2,5,365,1.37,0
1974,33,Bobby Richardson,3,5,365,1.37,0
1974,34,Roy McMillan,3,4,365,1.1,0
1974,35,Billy Pierce,5,4,365,1.1,0
1974,36,Dick Groat,2,4,365,1.1,0
1974,37,Bobby Shantz,5,3,365,0.82,0
1974,38,Curt Simmons,2,3,365,0.82,0
1974,39,Vic Raschi,8,3,365,0.82,0
1974,40,Bill Virdon,1,3,365,0.82,0
1974,41,Gil McDougald,9,3,365,0.82,0
1974,42,Rocky Colavito,1,2,365,0.55,0
1974,43,Vic Wertz,5,2,365,0.55,0
1974,44,Smoky Burgess,2,2,365,0.55,0
1973,1,Roberto Clemente,1,393,420,93.57,0
1973,1,Warren Spahn,1,316,380,83.16,0
1973,2,Whitey Ford,1,255,380,67.11,0
1973,3,Ralph Kiner,11,235,380,61.84,0
1973,4,Gil Hodges,5,218,380,57.37,0
1973,5,Robin Roberts,1,213,380,56.05,0
1973,6,Bob Lemon,9,177,380,46.58,0
1973,7,Johnny Mize,11,157,380,41.32,0
1973,8,Enos Slaughter,8,145,380,38.16,0
1973,9,Marty Marion,12,127,380,33.42,0
1973,10,Pee Wee Reese,9,126,380,33.16,0
1973,11,George Kell,9,114,380,30,0
1973,12,Phil Rizzuto,11,111,380,29.21,0
1973,13,Duke Snider,4,101,380,26.58,0
1973,14,Red Schoendienst,5,96,380,25.26,0
1973,15,Allie Reynolds,12,93,380,24.47,0
1973,16,Hal Newhouser,10,79,380,20.79,0
1973,17,Nellie Fox,3,73,380,19.21,0
1973,18,Phil Cavarretta,10,73,380,19.21,0
1973,19,Al Dark,8,53,380,13.95,0
1973,20,Johnny Sain,8,47,380,12.37,0
1973,21,Dom DiMaggio,9,43,380,11.32,0
1973,22,Bobo Newsom,11,33,380,8.68,0
1973,23,Richie Ashburn,6,25,380,6.58,0
1973,24,Mickey Vernon,8,23,380,6.05,0
1973,25,Ted Kluszewski,7,14,380,3.68,0
1973,26,Lew Burdette,1,12,380,3.16,0
1973,27,Don Newcombe,8,11,380,2.89,0
1973,28,Vern Law,1,9,380,2.37,0
1973,29,Walker Cooper,6,8,380,2.11,0
1973,30,Vic Raschi,7,7,380,1.84,0
1973,31,Dick Groat,1,7,380,1.84,0
1973,32,Dutch Leonard,7,6,380,1.58,0
1973,33,Roy McMillan,2,5,380,1.32,0
1973,34,Bobby Shantz,4,5,380,1.32,0
1973,35,Curt Simmons,1,5,380,1.32,0
1973,36,Carl Erskine,7,4,380,1.05,0
1973,37,Billy Pierce,4,4,380,1.05,0
1973,38,Bobby Thomson,8,3,380,0.79,0
1973,39,Harry Brecheen,7,3,380,0.79,0
1973,40,Gil McDougald,8,2,380,0.53,0
1973,41,Vic Wertz,4,2,380,0.53,0
1973,42,Bobby Richardson,2,2,380,0.53,0
1973,43,Smoky Burgess,1,1,380,0.26,0
1973,44,Harvey Haddix,3,1,380,0.26,0
1972,1,Sandy Koufax,1,344,396,86.87,0
1972,2,Yogi Berra,2,339,396,85.61,0
1972,3,Early Wynn,4,301,396,76.01,0
1972,4,Ralph Kiner,10,235,396,59.34,0
1972,5,Gil Hodges,4,161,396,40.66,0
1972,6,Johnny Mize,10,157,396,39.65,0
1972,7,Enos Slaughter,7,149,396,37.63,0
1972,8,Pee Wee Reese,8,129,396,32.58,0
1972,9,Marty Marion,11,120,396,30.3,0
1972,10,Bob Lemon,8,117,396,29.55,0
1972,11,George Kell,8,115,396,29.04,0
1972,12,Allie Reynolds,11,105,396,26.52,0
1972,13,Red Schoendienst,4,104,396,26.26,0
1972,14,Phil Rizzuto,10,103,396,26.01,0
1972,15,Hal Newhouser,9,92,396,23.23,0
1972,16,Duke Snider,3,84,396,21.21,0
1972,17,Nellie Fox,2,64,396,16.16,0
1972,18,Phil Cavarretta,9,61,396,15.4,0
1972,19,Al Dark,7,55,396,13.89,0
1972,20,Dom DiMaggio,8,36,396,9.09,0
1972,21,Bobo Newsom,10,31,396,7.83,0
1972,22,Charlie Keller,11,24,396,6.06,0
1972,23,Johnny Sain,7,21,396,5.3,0
1972,24,Mickey Vernon,7,12,396,3.03,0
1972,25,Richie Ashburn,5,11,396,2.78,0
1972,26,Ted Kluszewski,6,10,396,2.53,0
1972,27,Bobby Thomson,7,10,396,2.53,0
1972,28,Bobby Shantz,3,9,396,2.27,0
1972,29,Harvey Haddix,2,9,396,2.27,0
1972,30,Roy McMillan,1,9,396,2.27,0
1972,31,Bobby Richardson,1,8,396,2.02,0
1972,32,Walker Cooper,5,8,396,2.02,0
1972,33,Don Newcombe,7,7,396,1.77,0
1972,34,Dutch Leonard,6,5,396,1.26,0
1972,35,Harry Brecheen,6,5,396,1.26,0
1972,36,Vic Wertz,3,4,396,1.01,0
1972,37,Carl Erskine,6,4,396,1.01,0
1972,38,Billy Pierce,3,4,396,1.01,0
1972,39,Gil McDougald,7,4,396,1.01,0
1972,40,Vic Raschi,6,4,396,1.01,0
1972,41,Roy Sievers,2,3,396,0.76,0
1972,42,Vic Power,2,3,396,0.76,0
1972,43,Eddie Lopat,5,2,396,0.51,0
1972,44,Carl Furillo,5,2,396,0.51,0
1972,45,Preacher Roe,6,2,396,0.51,0
1972,46,Jackie Jensen,6,1,396,0.25,0
1971,1,Yogi Berra,1,242,360,67.22,0
1971,2,Early Wynn,3,240,360,66.67,0
1971,3,Ralph Kiner,9,212,360,58.89,0
1971,4,Gil Hodges,3,180,360,50,0
1971,5,Enos Slaughter,6,165,360,45.83,0
1971,6,Johnny Mize,9,157,360,43.61,0
1971,7,Pee Wee Reese,7,127,360,35.28,0
1971,8,Red Schoendienst,3,123,360,34.17,0
1971,9,Marty Marion,10,123,360,34.17,0
1971,10,Allie Reynolds,10,110,360,30.56,0
1971,11,George Kell,7,105,360,29.17,0
1971,12,Johnny Vander Meer,12,98,360,27.22,0
1971,13,Hal Newhouser,8,94,360,26.11,0
1971,14,Phil Rizzuto,9,92,360,25.56,0
1971,15,Bob Lemon,7,90,360,25,0
1971,16,Duke Snider,2,89,360,24.72,0
1971,17,Phil Cavarretta,8,83,360,23.06,0
1971,18,Bobby Doerr,12,78,360,21.67,0
1971,19,Al Dark,6,54,360,15,0
1971,20,Nellie Fox,1,39,360,10.83,0
1971,21,Bobo Newsom,9,17,360,4.72,0
1971,22,Dom DiMaggio,7,15,360,4.17,0
1971,23,Charlie Keller,10,14,360,3.89,0
1971,24,Mickey Vernon,6,12,360,3.33,0
1971,25,Johnny Sain,6,11,360,3.06,0
1971,26,Harvey Haddix,1,10,360,2.78,0
1971,27,Richie Ashburn,4,10,360,2.78,0
1971,28,Ted Kluszewski,5,9,360,2.5,0
1971,29,Don Newcombe,6,8,360,2.22,0
1971,30,Billy Pierce,2,7,360,1.94,0
1971,31,Walker Cooper,4,7,360,1.94,0
1971,32,Wally Moses,6,7,360,1.94,0
1971,33,Harry Brecheen,5,7,360,1.94,0
1971,34,Carl Furillo,4,5,360,1.39,0
1971,35,Bobby Shantz,2,5,360,1.39,0
1971,36,Gil McDougald,6,4,360,1.11,0
1971,37,Bobby Thomson,6,4,360,1.11,0
1971,38,Roy Sievers,1,4,360,1.11,0
1971,39,Eddie Lopat,4,4,360,1.11,0
1971,40,Preacher Roe,5,3,360,0.83,0
1971,41,Dutch Leonard,5,3,360,0.83,0
1971,42,Carl Erskine,5,3,360,0.83,0
1971,43,Vic Power,1,2,360,0.56,0
1971,44,Wally Moon,1,2,360,0.56,0
1971,45,Vic Raschi,5,2,360,0.56,0
1971,46,Jackie Jensen,5,2,360,0.56,0
1971,47,Vic Wertz,2,2,360,0.56,0
1971,48,Bill Bruton,1,1,360,0.28,0
1970,1,Lou Boudreau,10,232,300,77.33,0
1970,2,Ralph Kiner,8,167,300,55.67,0
1970,3,Gil Hodges,2,145,300,48.33,0
1970,4,Early Wynn,2,140,300,46.67,0
1970,5,Enos Slaughter,5,133,300,44.33,0
1970,6,Johnny Mize,8,126,300,42,0
1970,7,Marty Marion,9,120,300,40,0
1970,8,Red Schoendienst,2,97,300,32.33,0
1970,9,Pee Wee Reese,6,97,300,32.33,0
1970,10,George Kell,6,90,300,30,0
1970,11,Allie Reynolds,9,89,300,29.67,0
1970,12,Johnny Vander Meer,11,88,300,29.33,0
1970,13,Hal Newhouser,7,80,300,26.67,0
1970,14,Phil Rizzuto,8,79,300,26.33,0
1970,15,Joe Gordon,12,79,300,26.33,0
1970,16,Bob Lemon,6,75,300,25,0
1970,17,Bobby Doerr,11,75,300,25,0
1970,18,Tommy Henrich,10,62,300,20.67,0
1970,19,Al Dark,5,55,300,18.33,0
1970,20,Phil Cavarretta,7,51,300,17,0
1970,21,Duke Snider,1,51,300,17,0
1970,22,Bucky Walters,13,29,300,9.67,0
1970,23,Dom DiMaggio,6,15,300,5,0
1970,24,Ewell Blackwell,3,14,300,4.67,0
1970,25,Bobo Newsom,8,12,300,4,0
1970,26,Richie Ashburn,3,11,300,3.67,0
1970,27,Mickey Vernon,5,10,300,3.33,0
1970,28,Johnny Sain,5,9,300,3,0
1970,29,Walker Cooper,3,9,300,3,0
1970,30,Ted Kluszewski,4,8,300,2.67,0
1970,31,Charlie Keller,9,7,300,2.33,0
1970,32,Bobby Shantz,1,7,300,2.33,0
1970,33,Don Newcombe,5,5,300,1.67,0
1970,34,Dutch Leonard,4,5,300,1.67,0
1970,35,Billy Pierce,1,5,300,1.67,0
1970,36,Wally Moses,5,5,300,1.67,0
1970,37,Bobby Thomson,5,4,300,1.33,0
1970,38,Harry Brecheen,4,3,300,1,0
1970,39,Augie Galan,2,3,300,1,0
1970,40,Carl Erskine,4,2,300,0.67,0
1970,41,Carl Furillo,3,2,300,0.67,0
1970,42,Vic Wertz,1,2,300,0.67,0
1970,43,Preacher Roe,4,1,300,0.33,0
1970,44,Jackie Jensen,4,1,300,0.33,0
1970,45,Eddie Lopat,3,1,300,0.33,0
1970,46,Gil McDougald,5,1,300,0.33,0
1969,1,Stan Musial,1,317,340,93.24,0
1969,2,Roy Campanella,5,270,340,79.41,0
1969,3,Lou Boudreau,9,218,340,64.12,0
1969,4,Ralph Kiner,7,137,340,40.29,0
1969,5,Enos Slaughter,4,128,340,37.65,0
1969,6,Johnny Mize,7,116,340,34.12,0
1969,7,Marty Marion,8,112,340,32.94,0
1969,8,Allie Reynolds,8,98,340,28.82,0
1969,9,Joe Gordon,11,97,340,28.53,0
1969,10,Early Wynn,1,95,340,27.94,0
1969,11,Johnny Vander Meer,10,95,340,27.94,0
1969,12,Pee Wee Reese,5,89,340,26.18,0
1969,13,Gil Hodges,1,82,340,24.12,0
1969,14,Hal Newhouser,6,82,340,24.12,0
1969,15,Phil Rizzuto,7,78,340,22.94,0
1969,16,Red Schoendienst,1,65,340,19.12,0
1969,17,Bobby Doerr,10,62,340,18.24,0
1969,18,George Kell,5,60,340,17.65,0
1969,19,Bob Lemon,5,56,340,16.47,0
1969,20,Tommy Henrich,9,50,340,14.71,0
1969,21,Al Dark,4,48,340,14.12,0
1969,22,Phil Cavarretta,6,37,340,10.88,0
1969,23,Bobo Newsom,7,32,340,9.41,0
1969,24,Mickey Vernon,4,21,340,6.18,0
1969,25,Bucky Walters,12,20,340,5.88,0
1969,26,Schoolboy Rowe,4,17,340,5,0
1969,27,Charlie Keller,8,14,340,4.12,0
1969,28,Dom DiMaggio,5,13,340,3.82,0
1969,29,Ted Kluszewski,3,11,340,3.24,0
1969,30,Ewell Blackwell,2,11,340,3.24,0
1969,31,Richie Ashburn,2,10,340,2.94,0
1969,32,Dixie Walker,4,9,340,2.65,0
1969,33,Johnny Sain,4,8,340,2.35,0
1969,34,Minnie Minoso,1,6,340,1.76,1
1969,35,Bobby Thomson,4,6,340,1.76,0
1969,36,Walker Cooper,2,5,340,1.47,0
1969,37,Wally Moses,4,4,340,1.18,0
1969,38,Dutch Leonard,3,4,340,1.18,0
1969,39,Carl Erskine,3,4,340,1.18,0
1969,40,Gil McDougald,4,3,340,0.88,0
1969,41,Mort Cooper,4,3,340,0.88,0
1969,42,Vic Raschi,4,3,340,0.88,0
1969,43,Don Newcombe,4,3,340,0.88,0
1969,44,Eddie Lopat,2,2,340,0.59,0
1969,45,Harry Brecheen,3,2,340,0.59,0
1969,46,Jackie Jensen,3,1,340,0.29,0
1968,1,Joe Medwick,9,240,283,84.81,0
1968,2,Roy Campanella,4,205,283,72.44,0
1968,3,Lou Boudreau,8,146,283,51.59,0
1968,4,Enos Slaughter,3,129,283,45.58,0
1968,5,Ralph Kiner,6,118,283,41.7,0
1968,6,Johnny Mize,6,103,283,36.4,0
1968,7,Allie Reynolds,7,95,283,33.57,0
1968,8,Marty Marion,7,89,283,31.45,0
1968,9,Arky Vaughan,11,82,283,28.98,0
1968,10,Pee Wee Reese,4,81,283,28.62,0
1968,11,Johnny Vander Meer,9,79,283,27.92,0
1968,12,Joe Gordon,10,77,283,27.21,0
1968,13,Phil Rizzuto,6,74,283,26.15,0
1968,14,Hal Newhouser,5,67,283,23.67,0
1968,15,Bucky Walters,11,67,283,23.67,0
1968,16,Bobby Doerr,9,48,283,16.96,0
1968,17,George Kell,4,47,283,16.61,0
1968,18,Bob Lemon,4,47,283,16.61,0
1968,19,Al Dark,3,36,283,12.72,0
1968,20,Terry Moore,8,33,283,11.66,0
1968,21,Phil Cavarretta,5,23,283,8.13,0
1968,22,Mickey Vernon,3,22,283,7.77,0
1968,23,Bobo Newsom,6,22,283,7.77,0
1968,24,Tommy Henrich,8,22,283,7.77,0
1968,25,Frankie Crosetti,6,15,283,5.3,0
1968,26,Ted Kluszewski,2,14,283,4.95,0
1968,27,Bobby Thomson,3,13,283,4.59,0
1968,28,Charlie Keller,7,11,283,3.89,0
1968,29,Sal Maglie,2,11,283,3.89,0
1968,30,Carl Erskine,2,9,283,3.18,0
1968,31,Don Newcombe,3,9,283,3.18,0
1968,32,Dom DiMaggio,4,8,283,2.83,0
1968,33,Walker Cooper,1,8,283,2.83,0
1968,34,Johnny Sain,3,7,283,2.47,0
1968,35,Richie Ashburn,1,6,283,2.12,0
1968,36,Schoolboy Rowe,3,6,283,2.12,0
1968,37,Dixie Walker,3,6,283,2.12,0
